id,Class,Family
ENSDARG00000115326,TF,zf-C2H2
ENSDARG00000071560,TF,Homeobox
ENSDARG00000111043,TF,ESR-like
ENSDARG00000014218,TF,MBD
ENSDARG00000094308,TF,zf-C2H2
ENSDARG00000044511,TF,ETS
ENSDARG00000098901,TF,zf-C2H2
ENSDARG00000090387,TF,CUT
ENSDARG00000061373,TF,zf-C2H2
ENSDARG00000097627,TF,zf-C2H2
ENSDARG00000054984,TF,ZBTB
ENSDARG00000008131,TF,HMG
ENSDARG00000104566,TF,Fork_head
ENSDARG00000101096,TF,TF_bZIP
ENSDARG00000014091,TF,zf-C2H2
ENSDARG00000115859,TF,STAT
ENSDARG00000111273,TF,bHLH
ENSDARG00000092508,TF,MYB
ENSDARG00000091679,TF,zf-C2H2
ENSDARG00000101524,TF,zf-C2H2
ENSDARG00000088961,TF,zf-C2H2
ENSDARG00000045695,TF,bHLH
ENSDARG00000024844,TF,bHLH
ENSDARG00000071565,TF,RXR-like
ENSDARG00000088915,TF,zf-C2H2
ENSDARG00000071467,TF,ZBTB
ENSDARG00000005186,TF,zf-C2H2
ENSDARG00000038006,TF,zf-C2H2
ENSDARG00000102389,TF,Homeobox
ENSDARG00000007349,TF,DM
ENSDARG00000023217,TF,TF_bZIP
ENSDARG00000104074,TF,zf-C2H2
ENSDARG00000086362,TF,Pou
ENSDARG00000013031,TF,zf-GATA
ENSDARG00000058008,TF,Homeobox
ENSDARG00000070338,TF,Homeobox
ENSDARG00000100087,TF,Homeobox
ENSDARG00000017195,TF,Fork_head
ENSDARG00000116723,TF,zf-C2H2
ENSDARG00000100653,TF,zf-C2H2
ENSDARG00000037639,TF,Homeobox
ENSDARG00000109908,TF,zf-C2H2
ENSDARG00000056438,TF,bHLH
ENSDARG00000042492,TF,THAP
ENSDARG00000062445,TF,zf-MIZ
ENSDARG00000008861,TF,AP-2
ENSDARG00000038429,TF,CSRNP_N
ENSDARG00000093143,TF,zf-C2H2
ENSDARG00000005150,TF,T-box
ENSDARG00000019646,TF,bHLH
ENSDARG00000071497,TF,zf-C2H2
ENSDARG00000098324,TF,zf-C2H2
ENSDARG00000114108,TF,zf-C2H2
ENSDARG00000089503,TF,zf-C2H2
ENSDARG00000068168,TF,bHLH
ENSDARG00000111963,TF,zf-C2H2
ENSDARG00000030616,TF,TF_bZIP
ENSDARG00000042577,TF,TF_bZIP
ENSDARG00000039701,TF,Homeobox
ENSDARG00000025847,TF,HMG
ENSDARG00000037891,TF,bHLH
ENSDARG00000113067,TF,T-box
ENSDARG00000062231,TF,zf-C2H2
ENSDARG00000069869,TF,zf-C2H2
ENSDARG00000102339,TF,zf-BED
ENSDARG00000057737,TF,RXR-like
ENSDARG00000052695,TF,RXR-like
ENSDARG00000105713,TF,zf-C2H2
ENSDARG00000056030,TF,Homeobox
ENSDARG00000112541,TF,zf-C2H2
ENSDARG00000116556,TF,zf-C2H2
ENSDARG00000096026,TF,zf-C2H2
ENSDARG00000111231,TF,bHLH
ENSDARG00000040046,TF,zf-C2H2
ENSDARG00000036043,TF,zf-C2H2
ENSDARG00000116769,TF,zf-C2H2
ENSDARG00000037192,TF,THAP
ENSDARG00000113841,TF,THAP
ENSDARG00000112509,TF,ETS
ENSDARG00000094612,TF,zf-C2H2
ENSDARG00000044356,TF,P53
ENSDARG00000037760,TF,Homeobox
ENSDARG00000042291,TF,Homeobox
ENSDARG00000026453,TF,zf-C2H2
ENSDARG00000063056,TF,Tub
ENSDARG00000114187,TF,zf-C2H2
ENSDARG00000113141,TF,zf-C2H2
ENSDARG00000016154,TF,zf-CCCH
ENSDARG00000002216,TF,T-box
ENSDARG00000116181,TF,zf-C2H2
ENSDARG00000014825,TF,zf-C2H2
ENSDARG00000025187,TF,Homeobox
ENSDARG00000040955,TF,Homeobox
ENSDARG00000060529,TF,Homeobox
ENSDARG00000109466,TF,zf-C2H2
ENSDARG00000030125,TF,HMG
ENSDARG00000055798,TF,bHLH
ENSDARG00000087094,TF,Fork_head
ENSDARG00000004023,TF,Homeobox
ENSDARG00000102800,TF,zf-C2H2
ENSDARG00000036855,TF,zf-C2H2
ENSDARG00000056012,TF,Homeobox
ENSDARG00000113468,TF,Homeobox
ENSDARG00000111716,TF,zf-C2H2
ENSDARG00000041072,TF,MYB
ENSDARG00000103648,TF,zf-C2H2
ENSDARG00000076584,TF,ZBTB
ENSDARG00000112141,TF,zf-C2H2
ENSDARG00000059327,TF,zf-GATA
ENSDARG00000068365,TF,Homeobox
ENSDARG00000109542,TF,zf-C2H2
ENSDARG00000095170,TF,LRRFIP
ENSDARG00000007812,TF,zf-C2H2
ENSDARG00000099670,TF,zf-C2H2
ENSDARG00000111061,TF,Fork_head
ENSDARG00000040253,TF,CUT
ENSDARG00000101710,TF,ARID
ENSDARG00000100335,TF,zf-C2H2
ENSDARG00000106565,TF,zf-C2H2
ENSDARG00000023316,TF,bHLH
ENSDARG00000100401,TF,Homeobox
ENSDARG00000025824,TF,MYB
ENSDARG00000061174,TF,zf-C2H2
ENSDARG00000115999,TF,bHLH
ENSDARG00000111614,TF,zf-C2H2
ENSDARG00000100686,TF,zf-C2H2
ENSDARG00000007941,TF,Homeobox
ENSDARG00000095455,TF,zf-C2H2
ENSDARG00000114890,TF,bHLH
ENSDARG00000116714,TF,Homeobox
ENSDARG00000067729,TF,ARID
ENSDARG00000100244,TF,COE
ENSDARG00000059255,TF,Homeobox
ENSDARG00000095007,TF,zf-BED
ENSDARG00000041098,TF,Homeobox
ENSDARG00000003732,TF,bHLH
ENSDARG00000016994,TF,HMG
ENSDARG00000020884,TF,zf-C2H2
ENSDARG00000113769,TF,zf-C2H2
ENSDARG00000042027,TF,Homeobox
ENSDARG00000058004,TF,Homeobox
ENSDARG00000114558,TF,zf-C2H2
ENSDARG00000007891,TF,Homeobox
ENSDARG00000011635,TF,bHLH
ENSDARG00000104361,TF,Homeobox
ENSDARG00000110003,TF,zf-C2H2
ENSDARG00000034956,TF,bHLH
ENSDARG00000111969,TF,HMG
ENSDARG00000056027,TF,Homeobox
ENSDARG00000100329,TF,zf-C2H2
ENSDARG00000034785,TF,DACH
ENSDARG00000096797,TF,AP-2
ENSDARG00000100112,TF,zf-C2H2
ENSDARG00000100486,TF,Fork_head
ENSDARG00000017366,TF,zf-C2H2
ENSDARG00000011703,TF,bHLH
ENSDARG00000070843,TF,ARID
ENSDARG00000013492,TF,ZBTB
ENSDARG00000079738,TF,zf-C2H2
ENSDARG00000011609,TF,Fork_head
ENSDARG00000045661,TF,IRF
ENSDARG00000090836,TF,zf-C2H2
ENSDARG00000057328,TF,zf-CCCH
ENSDARG00000110185,TF,bHLH
ENSDARG00000020926,TF,TF_bZIP
ENSDARG00000115588,TF,zf-C2H2
ENSDARG00000006615,TF,Homeobox
ENSDARG00000028949,TF,ZBTB
ENSDARG00000110682,TF,HMG
ENSDARG00000115723,TF,Homeobox
ENSDARG00000110442,TF,GCFC
ENSDARG00000105053,TF,Homeobox
ENSDARG00000078210,TF,Tub
ENSDARG00000006560,TF,IRF
ENSDARG00000104307,TF,Homeobox
ENSDARG00000004594,TF,zf-C2H2
ENSDARG00000112781,TF,SAND
ENSDARG00000031709,TF,zf-C2H2
ENSDARG00000103375,TF,zf-C2H2
ENSDARG00000101817,TF,zf-C2H2
ENSDARG00000038243,TF,zf-C2H2
ENSDARG00000054304,TF,Homeobox
ENSDARG00000013794,TF,zf-C2H2
ENSDARG00000074346,TF,zf-C2HC
ENSDARG00000114724,TF,zf-MIZ
ENSDARG00000038868,TF,Homeobox
ENSDARG00000076255,TF,zf-C2H2
ENSDARG00000116177,TF,zf-C2H2
ENSDARG00000077852,TF,SAND
ENSDARG00000098958,TF,zf-C2H2
ENSDARG00000036168,TF,RHD
ENSDARG00000036569,TF,TF_bZIP
ENSDARG00000076920,TF,zf-C2H2
ENSDARG00000093713,TF,zf-C2H2
ENSDARG00000100163,TF,HMG
ENSDARG00000061110,TF,ZBTB
ENSDARG00000042296,TF,Homeobox
ENSDARG00000079741,TF,CSRNP_N
ENSDARG00000069912,TF,HMGA
ENSDARG00000042477,TF,RXR-like
ENSDARG00000010270,TF,zf-C2H2
ENSDARG00000116839,TF,HMG
ENSDARG00000032317,TF,HMG
ENSDARG00000111418,TF,Fork_head
ENSDARG00000114024,TF,MYB
ENSDARG00000098867,TF,zf-C2H2
ENSDARG00000104815,TF,Homeobox
ENSDARG00000057586,TF,zf-C2H2
ENSDARG00000013575,TF,RFX
ENSDARG00000113654,TF,THAP
ENSDARG00000069715,TF,Fork_head
ENSDARG00000115617,TF,Homeobox
ENSDARG00000100985,TF,ZBTB
ENSDARG00000104082,TF,zf-GATA
ENSDARG00000103471,TF,zf-C2H2
ENSDARG00000103751,TF,zf-C2H2
ENSDARG00000090679,TF,zf-C2H2
ENSDARG00000105728,TF,zf-C2H2
ENSDARG00000104038,TF,zf-C2H2
ENSDARG00000092359,TF,zf-C2H2
ENSDARG00000008278,TF,MYB
ENSDARG00000110589,TF,Homeobox
ENSDARG00000092088,TF,zf-C2H2
ENSDARG00000043973,TF,zf-C2H2
ENSDARG00000100587,TF,zf-C2H2
ENSDARG00000055502,TF,HMG
ENSDARG00000060900,TF,zf-C2H2
ENSDARG00000114971,TF,Homeobox
ENSDARG00000044155,TF,TF_bZIP
ENSDARG00000063555,TF,zf-C2H2
ENSDARG00000114894,TF,zf-C2H2
ENSDARG00000075670,TF,zf-GATA
ENSDARG00000044038,TF,ZBTB
ENSDARG00000003769,TF,MYB
ENSDARG00000103697,TF,bHLH
ENSDARG00000036096,TF,MH1
ENSDARG00000044774,TF,Pou
ENSDARG00000114279,TF,bHLH
ENSDARG00000113336,TF,TEA
ENSDARG00000099365,TF,Homeobox
ENSDARG00000100192,TF,zf-C2H2
ENSDARG00000021959,TF,Homeobox
ENSDARG00000100842,TF,zf-C2H2
ENSDARG00000029497,TF,CP2
ENSDARG00000005549,TF,zf-C2H2
ENSDARG00000089697,TF,TF_bZIP
ENSDARG00000110802,TF,zf-C2H2
ENSDARG00000035622,TF,TF_bZIP
ENSDARG00000076272,TF,zf-C2H2
ENSDARG00000030479,TF,HMG
ENSDARG00000095051,TF,THAP
ENSDARG00000070818,TF,PAX
ENSDARG00000105075,TF,zf-C2H2
ENSDARG00000102899,TF,TF_bZIP
ENSDARG00000115096,TF,zf-C2H2
ENSDARG00000111506,TF,zf-C2H2
ENSDARG00000087249,TF,zf-C2H2
ENSDARG00000093041,TF,zf-C2H2
ENSDARG00000076451,TF,zf-C2H2
ENSDARG00000057782,TF,MBD
ENSDARG00000078279,TF,Fork_head
ENSDARG00000001857,TF,AF-4
ENSDARG00000070048,TF,zf-C2H2
ENSDARG00000098898,TF,zf-C2H2
ENSDARG00000113843,TF,HTH
ENSDARG00000101576,TF,T-box
ENSDARG00000110008,TF,zf-C2H2
ENSDARG00000038561,TF,zf-C2H2
ENSDARG00000116992,TF,zf-C2H2
ENSDARG00000115060,TF,zf-MIZ
ENSDARG00000042835,TF,E2F
ENSDARG00000110670,TF,zf-C2H2
ENSDARG00000111472,TF,bHLH
ENSDARG00000036074,TF,TF_bZIP
ENSDARG00000036869,TF,bHLH
ENSDARG00000097521,TF,zf-C2H2
ENSDARG00000042041,TF,bHLH
ENSDARG00000040623,TF,TF_bZIP
ENSDARG00000114908,TF,zf-C2H2
ENSDARG00000060306,TF,CP2
ENSDARG00000060734,TF,Homeobox
ENSDARG00000077987,TF,zf-C2H2
ENSDARG00000055374,TF,IRF
ENSDARG00000099025,TF,zf-C2H2
ENSDARG00000110323,TF,zf-C2H2
ENSDARG00000113070,TF,HTH
ENSDARG00000071833,TF,zf-C2H2
ENSDARG00000098426,TF,zf-C2H2
ENSDARG00000114808,TF,zf-C2H2
ENSDARG00000055854,TF,NGFIB-like
ENSDARG00000096948,TF,zf-C2H2
ENSDARG00000069289,TF,ETS
ENSDARG00000061818,TF,Homeobox
ENSDARG00000039302,TF,MYB
ENSDARG00000039185,TF,NF-YB
ENSDARG00000007720,TF,PC4
ENSDARG00000095397,TF,zf-C2H2
ENSDARG00000042989,TF,zf-C2H2
ENSDARG00000112770,TF,bHLH
ENSDARG00000099021,TF,MBD
ENSDARG00000040948,TF,bHLH
ENSDARG00000116191,TF,zf-C2H2
ENSDARG00000035735,TF,Homeobox
ENSDARG00000113713,TF,zf-C2H2
ENSDARG00000116587,TF,zf-C2H2
ENSDARG00000053586,TF,TF_bZIP
ENSDARG00000103078,TF,zf-C2H2
ENSDARG00000075560,TF,HMG
ENSDARG00000098664,TF,zf-C2H2
ENSDARG00000029179,TF,Fork_head
ENSDARG00000111940,TF,zf-C2H2
ENSDARG00000112355,TF,Homeobox
ENSDARG00000042857,TF,bHLH
ENSDARG00000109725,TF,Homeobox
ENSDARG00000110782,TF,Homeobox
ENSDARG00000112251,TF,CUT
ENSDARG00000058702,TF,Homeobox
ENSDARG00000112874,TF,zf-C2H2
ENSDARG00000103862,TF,Homeobox
ENSDARG00000054033,TF,Homeobox
ENSDARG00000104006,TF,zf-C2H2
ENSDARG00000019961,TF,zf-C2H2
ENSDARG00000044532,TF,NGFIB-like
ENSDARG00000112725,TF,zf-C2H2
ENSDARG00000099090,TF,zf-C2H2
ENSDARG00000067673,TF,MYB
ENSDARG00000028228,TF,ZBTB
ENSDARG00000102282,TF,zf-C2H2
ENSDARG00000042383,TF,ZBTB
ENSDARG00000001785,TF,Homeobox
ENSDARG00000116692,TF,zf-C2H2
ENSDARG00000098919,TF,MYB
ENSDARG00000007430,TF,zf-C2H2
ENSDARG00000062401,TF,zf-C2H2
ENSDARG00000078459,TF,CUT
ENSDARG00000009823,TF,Pou
ENSDARG00000007996,TF,Pou
ENSDARG00000096856,TF,zf-C2H2
ENSDARG00000104199,TF,Homeobox
ENSDARG00000039569,TF,Homeobox
ENSDARG00000062302,TF,zf-C2H2
ENSDARG00000111442,TF,zf-C2H2
ENSDARG00000074009,TF,zf-C2H2
ENSDARG00000006389,TF,MH1
ENSDARG00000070220,TF,Pou
ENSDARG00000105690,TF,zf-C2H2
ENSDARG00000056729,TF,bHLH
ENSDARG00000001447,TF,MYB
ENSDARG00000008305,TF,bHLH
ENSDARG00000104798,TF,zf-C2H2
ENSDARG00000044375,TF,Pou
ENSDARG00000103700,TF,Fork_head
ENSDARG00000102551,TF,zf-C2H2
ENSDARG00000023058,TF,Fork_head
ENSDARG00000116194,TF,ZBTB
ENSDARG00000094469,TF,zf-C2H2
ENSDARG00000007081,TF,zf-MIZ
ENSDARG00000023362,TF,SF-like
ENSDARG00000045131,TF,bHLH
ENSDARG00000112831,TF,zf-C2H2
ENSDARG00000024894,TF,T-box
ENSDARG00000095704,TF,zf-C2H2
ENSDARG00000037397,TF,HMG
ENSDARG00000116278,TF,zf-C2H2
ENSDARG00000086296,TF,zf-C2H2
ENSDARG00000011879,TF,Fork_head
ENSDARG00000002582,TF,T-box
ENSDARG00000097255,TF,zf-C2H2
ENSDARG00000059279,TF,AP-2
ENSDARG00000077085,TF,zf-C2H2
ENSDARG00000035695,TF,bHLH
ENSDARG00000020354,TF,Homeobox
ENSDARG00000075226,TF,MH1
ENSDARG00000018321,TF,Homeobox
ENSDARG00000098800,TF,zf-C2H2
ENSDARG00000075269,TF,THAP
ENSDARG00000112617,TF,MH1
ENSDARG00000111939,TF,TF_bZIP
ENSDARG00000058379,TF,Homeobox
ENSDARG00000110466,TF,zf-C2H2
ENSDARG00000006837,TF,bHLH
ENSDARG00000110637,TF,zf-C2H2
ENSDARG00000021055,TF,Homeobox
ENSDARG00000037073,TF,THAP
ENSDARG00000101690,TF,zf-C2H2
ENSDARG00000071714,TF,zf-C2H2
ENSDARG00000008986,TF,E2F
ENSDARG00000109319,TF,zf-C2H2
ENSDARG00000103458,TF,zf-C2H2
ENSDARG00000102111,TF,ZBTB
ENSDARG00000098350,TF,bHLH
ENSDARG00000035966,TF,ESR-like
ENSDARG00000016304,TF,E2F
ENSDARG00000060395,TF,HMGA
ENSDARG00000078280,TF,Homeobox
ENSDARG00000005010,TF,zf-C2H2
ENSDARG00000092139,TF,zf-C2H2
ENSDARG00000101760,TF,zf-C2H2
ENSDARG00000055630,TF,Fork_head
ENSDARG00000014550,TF,RFX
ENSDARG00000007271,TF,ZBTB
ENSDARG00000070390,TF,THAP
ENSDARG00000111099,TF,bHLH
ENSDARG00000102156,TF,zf-C2H2
ENSDARG00000092436,TF,zf-C2H2
ENSDARG00000093994,TF,zf-C2H2
ENSDARG00000015998,TF,HMG
ENSDARG00000102053,TF,zf-C2H2
ENSDARG00000076182,TF,STAT
ENSDARG00000025983,TF,zf-C2HC
ENSDARG00000075533,TF,ZBTB
ENSDARG00000110178,TF,bHLH
ENSDARG00000100361,TF,zf-C2H2
ENSDARG00000078416,TF,zf-C2H2
ENSDARG00000100142,TF,zf-C2H2
ENSDARG00000110229,TF,zf-C2H2
ENSDARG00000100793,TF,zf-C2H2
ENSDARG00000103237,TF,zf-C2H2
ENSDARG00000037068,TF,zf-C2H2
ENSDARG00000096497,TF,zf-C2H2
ENSDARG00000110769,TF,zf-C2H2
ENSDARG00000100502,TF,zf-C2H2
ENSDARG00000054003,TF,THR-like
ENSDARG00000103875,TF,zf-C2H2
ENSDARG00000055283,TF,bHLH
ENSDARG00000007198,TF,zf-GATA
ENSDARG00000079035,TF,zf-C2H2
ENSDARG00000025699,TF,MBD
ENSDARG00000052654,TF,THR-like
ENSDARG00000102449,TF,zf-C2H2
ENSDARG00000110926,TF,NF-YB
ENSDARG00000092766,TF,zf-C2H2
ENSDARG00000008333,TF,zf-C2H2
ENSDARG00000110946,TF,zf-C2H2
ENSDARG00000093254,TF,zf-C2H2
ENSDARG00000041243,TF,MBD
ENSDARG00000058598,TF,HMG
ENSDARG00000112533,TF,zf-C2H2
ENSDARG00000102791,TF,zf-C2H2
ENSDARG00000042106,TF,Homeobox
ENSDARG00000092608,TF,zf-C2H2
ENSDARG00000000476,TF,HMG
ENSDARG00000021494,TF,RXR-like
ENSDARG00000102099,TF,zf-C2H2
ENSDARG00000114645,TF,zf-C2H2
ENSDARG00000007982,TF,CUT
ENSDARG00000104697,TF,zf-C2H2
ENSDARG00000057707,TF,zf-C2H2
ENSDARG00000113592,TF,zf-C2H2
ENSDARG00000068096,TF,TF_bZIP
ENSDARG00000099009,TF,zf-C2H2
ENSDARG00000088000,TF,zf-C2H2
ENSDARG00000091287,TF,COE
ENSDARG00000103420,TF,zf-C2H2
ENSDARG00000035285,TF,MYB
ENSDARG00000091029,TF,Homeobox
ENSDARG00000033498,TF,THR-like
ENSDARG00000095198,TF,zf-C2H2
ENSDARG00000035559,TF,P53
ENSDARG00000097657,TF,zf-C2H2
ENSDARG00000060885,TF,zf-C2H2
ENSDARG00000003631,TF,bHLH
ENSDARG00000070538,TF,bHLH
ENSDARG00000011870,TF,zf-C2H2
ENSDARG00000105692,TF,zf-C2H2
ENSDARG00000109541,TF,T-box
ENSDARG00000101365,TF,zf-C2H2
ENSDARG00000056621,TF,zf-C2H2
ENSDARG00000099277,TF,zf-C2H2
ENSDARG00000115524,TF,zf-C2H2
ENSDARG00000056079,TF,THAP
ENSDARG00000104170,TF,zf-C2H2
ENSDARG00000101292,TF,zf-C2H2
ENSDARG00000028957,TF,TF_bZIP
ENSDARG00000097180,TF,zf-C2H2
ENSDARG00000098952,TF,zf-GATA
ENSDARG00000002510,TF,Homeobox
ENSDARG00000089042,TF,Fork_head
ENSDARG00000077982,TF,ETS
ENSDARG00000012699,TF,HMG
ENSDARG00000006120,TF,T-box
ENSDARG00000075666,TF,TSC22
ENSDARG00000098609,TF,zf-C2H2
ENSDARG00000115674,TF,MH1
ENSDARG00000086055,TF,Fork_head
ENSDARG00000099483,TF,THR-like
ENSDARG00000059109,TF,zf-C2H2
ENSDARG00000090656,TF,ARID
ENSDARG00000003820,TF,THR-like
ENSDARG00000061885,TF,CUT
ENSDARG00000100324,TF,zf-C2H2
ENSDARG00000115619,TF,T-box
ENSDARG00000019299,TF,zf-C2H2
ENSDARG00000106989,TF,zf-C2H2
ENSDARG00000010400,TF,LRRFIP
ENSDARG00000111875,TF,zf-C2H2
ENSDARG00000116546,TF,zf-C2H2
ENSDARG00000093672,TF,zf-C2H2
ENSDARG00000032963,TF,bHLH
ENSDARG00000112895,TF,Homeobox
ENSDARG00000054878,TF,Homeobox
ENSDARG00000097685,TF,zf-C2H2
ENSDARG00000073912,TF,zf-LITAF-like
ENSDARG00000031768,TF,THR-like
ENSDARG00000006192,TF,zf-GATA
ENSDARG00000099612,TF,zf-C2H2
ENSDARG00000078191,TF,ZBTB
ENSDARG00000069327,TF,Homeobox
ENSDARG00000059073,TF,Homeobox
ENSDARG00000099849,TF,COE
ENSDARG00000114299,TF,Homeobox
ENSDARG00000063145,TF,HMG
ENSDARG00000030896,TF,Fork_head
ENSDARG00000110598,TF,Homeobox
ENSDARG00000070151,TF,NF-YC
ENSDARG00000096141,TF,zf-C2H2
ENSDARG00000099731,TF,zf-C2H2
ENSDARG00000041581,TF,zf-C2H2
ENSDARG00000023272,TF,AP-2
ENSDARG00000104737,TF,zf-C2H2
ENSDARG00000015536,TF,HMG
ENSDARG00000098193,TF,zf-C2H2
ENSDARG00000071496,TF,zf-C2H2
ENSDARG00000031222,TF,Homeobox
ENSDARG00000074453,TF,zf-C2H2
ENSDARG00000102027,TF,zf-C2H2
ENSDARG00000020228,TF,bHLH
ENSDARG00000091994,TF,zf-C2H2
ENSDARG00000100497,TF,ZBTB
ENSDARG00000103483,TF,zf-LITAF-like
ENSDARG00000006408,TF,HMG
ENSDARG00000109703,TF,zf-C2H2
ENSDARG00000096189,TF,zf-C2H2
ENSDARG00000078388,TF,zf-C2H2
ENSDARG00000098031,TF,zf-C2H2
ENSDARG00000100232,TF,zf-C2H2
ENSDARG00000102082,TF,ESR-like
ENSDARG00000101623,TF,zf-C2H2
ENSDARG00000062510,TF,zf-C2H2
ENSDARG00000116217,TF,TF_bZIP
ENSDARG00000076657,TF,zf-C2H2
ENSDARG00000042145,TF,Homeobox
ENSDARG00000017821,TF,zf-GATA
ENSDARG00000062553,TF,TF_bZIP
ENSDARG00000102974,TF,MBD
ENSDARG00000111696,TF,zf-C2H2
ENSDARG00000110194,TF,Homeobox
ENSDARG00000076171,TF,zf-C2H2
ENSDARG00000015495,TF,zf-C2H2
ENSDARG00000109697,TF,zf-C2H2
ENSDARG00000074768,TF,zf-C2H2
ENSDARG00000100995,TF,zf-C2H2
ENSDARG00000101093,TF,zf-C2H2
ENSDARG00000040116,TF,zf-C2H2
ENSDARG00000112520,TF,Homeobox
ENSDARG00000011582,TF,HMG
ENSDARG00000102411,TF,zf-C2H2
ENSDARG00000073821,TF,zf-C2H2
ENSDARG00000102950,TF,zf-C2H2
ENSDARG00000111192,TF,zf-C2H2
ENSDARG00000004697,TF,RXR-like
ENSDARG00000114820,TF,TF_bZIP
ENSDARG00000113600,TF,THR-like
ENSDARG00000101076,TF,Homeobox
ENSDARG00000019835,TF,Homeobox
ENSDARG00000052610,TF,bHLH
ENSDARG00000114893,TF,zf-C2H2
ENSDARG00000115522,TF,Homeobox
ENSDARG00000074148,TF,CSL
ENSDARG00000075194,TF,zf-C2H2
ENSDARG00000041572,TF,zf-C2H2
ENSDARG00000116815,TF,zf-C2H2
ENSDARG00000053990,TF,HMG
ENSDARG00000088367,TF,zf-C2H2
ENSDARG00000011273,TF,Homeobox
ENSDARG00000006896,TF,Homeobox
ENSDARG00000101023,TF,Homeobox
ENSDARG00000043797,TF,MYB
ENSDARG00000114143,TF,zf-C2H2
ENSDARG00000095521,TF,zf-C2H2
ENSDARG00000098270,TF,zf-C2H2
ENSDARG00000093478,TF,zf-C2H2
ENSDARG00000015890,TF,TF_bZIP
ENSDARG00000070769,TF,Fork_head
ENSDARG00000114396,TF,zf-C2H2
ENSDARG00000112470,TF,T-box
ENSDARG00000110011,TF,MYB
ENSDARG00000109366,TF,zf-C2H2
ENSDARG00000101694,TF,zf-C2H2
ENSDARG00000059226,TF,ZBTB
ENSDARG00000094903,TF,zf-C2H2
ENSDARG00000110427,TF,RXR-like
ENSDARG00000114562,TF,bHLH
ENSDARG00000062106,TF,zf-C2H2
ENSDARG00000109324,TF,THR-like
ENSDARG00000111349,TF,zf-C2H2
ENSDARG00000008218,TF,zf-C2H2
ENSDARG00000100312,TF,Homeobox
ENSDARG00000054031,TF,bHLH
ENSDARG00000069342,TF,zf-C2H2
ENSDARG00000110816,TF,Pou
ENSDARG00000110553,TF,bHLH
ENSDARG00000102559,TF,zf-C2H2
ENSDARG00000104686,TF,HSF
ENSDARG00000011570,TF,Pou
ENSDARG00000112061,TF,zf-C2H2
ENSDARG00000022712,TF,STAT
ENSDARG00000108441,TF,zf-C2H2
ENSDARG00000113016,TF,zf-C2H2
ENSDARG00000112369,TF,zf-C2H2
ENSDARG00000102363,TF,zf-C2H2
ENSDARG00000095732,TF,zf-C2H2
ENSDARG00000076082,TF,THAP
ENSDARG00000038159,TF,HMG
ENSDARG00000031046,TF,THR-like
ENSDARG00000071790,TF,zf-C2H2
ENSDARG00000079699,TF,Fork_head
ENSDARG00000011579,TF,Homeobox
ENSDARG00000040123,TF,zf-C2H2
ENSDARG00000116271,TF,zf-C2H2
ENSDARG00000093378,TF,zf-C2H2
ENSDARG00000104561,TF,zf-C2H2
ENSDARG00000002795,TF,Homeobox
ENSDARG00000099845,TF,zf-C2H2
ENSDARG00000104783,TF,zf-C2H2
ENSDARG00000114236,TF,zf-C2H2
ENSDARG00000113055,TF,bHLH
ENSDARG00000037405,TF,zf-C2H2
ENSDARG00000116693,TF,zf-C2H2
ENSDARG00000008010,TF,Fork_head
ENSDARG00000052131,TF,zf-C2H2
ENSDARG00000111831,TF,zf-C2H2
ENSDARG00000015554,TF,zf-C2H2
ENSDARG00000103530,TF,zf-C2H2
ENSDARG00000095332,TF,zf-C2H2
ENSDARG00000114554,TF,Homeobox
ENSDARG00000100434,TF,zf-C2H2
ENSDARG00000116348,TF,STAT
ENSDARG00000092938,TF,zf-C2H2
ENSDARG00000089953,TF,zf-C2H2
ENSDARG00000103949,TF,ZBTB
ENSDARG00000004864,TF,Fork_head
ENSDARG00000020655,TF,zf-C2H2
ENSDARG00000015506,TF,zf-C2H2
ENSDARG00000073957,TF,HMG
ENSDARG00000073726,TF,zf-C2H2
ENSDARG00000094043,TF,MYB
ENSDARG00000101717,TF,HMG
ENSDARG00000060661,TF,zf-C2H2
ENSDARG00000103827,TF,zf-C2H2
ENSDARG00000101528,TF,zf-C2H2
ENSDARG00000100179,TF,zf-C2H2
ENSDARG00000038476,TF,zf-C2H2
ENSDARG00000038133,TF,SAND
ENSDARG00000001549,TF,zf-C2H2
ENSDARG00000052894,TF,zf-C2H2
ENSDARG00000070458,TF,THAP
ENSDARG00000099718,TF,zf-C2H2
ENSDARG00000110788,TF,zf-BED
ENSDARG00000108175,TF,zf-C2H2
ENSDARG00000016536,TF,bHLH
ENSDARG00000095149,TF,zf-C2H2
ENSDARG00000098767,TF,zf-BED
ENSDARG00000117146,TF,MH1
ENSDARG00000004502,TF,MYB
ENSDARG00000079266,TF,Fork_head
ENSDARG00000115183,TF,MYB
ENSDARG00000015879,TF,PAX
ENSDARG00000016951,TF,bHLH
ENSDARG00000114587,TF,DM
ENSDARG00000109819,TF,MYB
ENSDARG00000032264,TF,MYB
ENSDARG00000095745,TF,zf-C2H2
ENSDARG00000076857,TF,bHLH
ENSDARG00000115563,TF,zf-C2H2
ENSDARG00000104294,TF,zf-C2H2
ENSDARG00000076252,TF,zf-C2H2
ENSDARG00000109505,TF,TF_bZIP
ENSDARG00000111550,TF,zf-C2H2
ENSDARG00000043483,TF,TF_Otx
ENSDARG00000114571,TF,HMG
ENSDARG00000115000,TF,Homeobox
